id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total 
6260-ONULR,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque pelo correio,62.8,62.8
6260-XLACS,nao,masculino,0,nao,nao,4.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.7,117.8
6261-LHRTG,nao,feminino,0,nao,nao,26.0,sim,nao,DSL,nao,sim,sim,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),54.75,1406.9
6261-RCVNS,sim,feminino,0,nao,nao,42.0,sim,nao,DSL,sim,sim,sim,sim,nao,sim,um ano,nao,cartao de credito (automatico),73.9,3160.55
6265-FRMTQ,nao,masculino,0,nao,nao,31.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.4,609.1
6265-SXWBU,nao,masculino,0,sim,sim,69.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,um ano,nao,cartao de credito (automatico),95.75,6511.25
6266-QHOJZ,nao,feminino,0,nao,nao,65.0,sim,sim,fibra otica,sim,sim,nao,sim,nao,nao,um ano,sim,cheque eletronico,89.85,5844.65
6267-DCFFZ,nao,feminino,1,sim,nao,30.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,90.05,2627.2
6270-OMFIW,sim,masculino,0,sim,nao,60.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,um ano,sim,cheque eletronico,94.4,5610.25
6275-YDUVO,sim,feminino,0,nao,nao,2.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque pelo correio,86.2,178.7
6278-FEPBZ,nao,feminino,0,nao,nao,9.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.25,186.15
6281-FKEWS,nao,feminino,0,nao,nao,44.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,sim,sim,um ano,sim,cheque eletronico,49.05,2265.0
6283-GITPX,nao,masculino,0,nao,sim,71.0,sim,nao,DSL,sim,sim,sim,sim,sim,nao,dois anos,sim,cartao de credito (automatico),76.9,5522.7
6284-AHOOQ,sim,masculino,1,nao,nao,22.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,nao,mes a mes,sim,transferencia bancaria (automatica),90.5,1910.6
6284-KMNUF,nao,feminino,0,sim,nao,56.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,um ano,sim,cheque eletronico,98.0,5270.6
6285-FTQBF,nao,masculino,0,sim,sim,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.55,1867.7
6286-SUUWT,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.95,19.95
6286-ZHAOK,nao,feminino,0,sim,sim,20.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,transferencia bancaria (automatica),25.55,507.4
6288-CHQJB,nao,feminino,0,sim,sim,54.0,sim,nao,DSL,sim,nao,sim,sim,nao,sim,dois anos,nao,transferencia bancaria (automatica),69.95,3871.85
6288-LBEAR,nao,feminino,0,nao,nao,23.0,sim,nao,fibra otica,nao,sim,nao,sim,nao,nao,mes a mes,sim,cheque pelo correio,79.1,1783.75
6289-CPNLD,sim,masculino,0,sim,sim,33.0,sim,nao,DSL,nao,nao,sim,sim,sim,sim,um ano,sim,cheque pelo correio,73.9,2405.05
6292-TOSSS,nao,masculino,0,nao,nao,50.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.9,1195.25
6295-OSINB,nao,masculino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,dois anos,sim,cheque eletronico,109.65,7880.25
6296-DDOOR,nao,feminino,0,nao,nao,19.0,sim,nao,DSL,nao,sim,nao,nao,sim,nao,um ano,nao,cheque eletronico,58.2,1045.25
6297-NOOPG,nao,feminino,0,sim,nao,70.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,110.5,7752.05
6298-QDFNH,sim,masculino,0,nao,nao,22.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,79.35,1730.35
6300-BWMJX,nao,feminino,0,sim,nao,59.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,nao,mes a mes,nao,cheque eletronico,93.35,5386.5
6302-JGYRJ,sim,masculino,0,nao,sim,31.0,sim,sim,DSL,nao,sim,nao,sim,sim,sim,um ano,sim,cheque pelo correio,79.45,2587.7
6303-KFWSL,nao,feminino,0,nao,nao,29.0,sim,sim,DSL,nao,sim,nao,nao,nao,nao,um ano,sim,cheque eletronico,55.25,1620.2
6304-IJFSQ,sim,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,49.9,130.1
6305-YLBMM,sim,masculino,0,nao,nao,69.0,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),104.05,7262.0
6308-CQRBU,nao,feminino,0,sim,nao,71.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,nao,cheque eletronico,109.25,7707.7
6311-UEumE,sim,feminino,0,nao,nao,29.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,78.9,2384.15
6313-GIDIT,sim,masculino,1,nao,nao,53.0,nao,sem servico de telefone,DSL,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,54.45,2854.55
6317-YPKDH,sim,feminino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),29.95,29.95
6319-IEJWJ,sim,masculino,0,sim,sim,20.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,90.2,1776.55
6319-QSUSR,nao,feminino,0,nao,sim,11.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.7,216.2
6322-HRPFA,nao,masculino,0,sim,sim,49.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,mes a mes,nao,cartao de credito (automatico),59.6,2970.3
6322-PJJDJ,nao,masculino,0,sim,nao,49.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,dois anos,sim,cheque eletronico,94.8,4690.65
6323-AYBRX,sim,masculino,0,nao,nao,59.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.35,1099.6
6326-MTTXK,sim,masculino,0,nao,nao,8.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,nao,cheque eletronico,100.85,819.55
6328-ZPBGN,sim,feminino,1,nao,nao,11.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),95.15,997.65
6330-JKLPC,sim,masculino,0,sim,nao,11.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),80.5,896.9
6331-EWIEB,sim,masculino,0,nao,nao,20.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,85.25,1734.5
6331-LWDTQ,sim,masculino,0,nao,nao,10.0,sim,sim,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),72.15,794.25
6332-FBZRI,nao,masculino,0,sim,sim,67.0,sim,sim,DSL,sim,sim,sim,sim,nao,nao,um ano,sim,cartao de credito (automatico),69.35,4653.25
6333-YDVLT,nao,masculino,0,nao,nao,65.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),110.0,7138.65
6338-AVWCY,sim,masculino,0,nao,nao,3.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,sim,nao,mes a mes,sim,cheque pelo correio,40.15,130.75
6339-DKLMK,nao,feminino,0,nao,nao,13.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,31.65,389.95
6339-RZCBJ,nao,masculino,0,nao,nao,48.0,sim,nao,DSL,nao,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),78.9,3771.5
6339-TBELP,nao,masculino,0,nao,nao,71.0,sim,sim,fibra otica,nao,nao,sim,sim,nao,nao,dois anos,sim,cartao de credito (automatico),86.4,6172.0
6339-YPSAH,nao,masculino,0,nao,nao,9.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,73.8,704.3
6340-DACFT,nao,feminino,0,sim,sim,50.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),20.55,1070.25
6341-AEVKX,nao,feminino,0,sim,nao,62.0,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,um ano,sim,cheque eletronico,104.3,6613.65
6341-JVQGF,nao,feminino,0,sim,sim,31.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,um ano,sim,cheque pelo correio,81.15,2545.75
6344-SFJVH,nao,feminino,0,nao,nao,20.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),24.9,505.95
6345-FZOQH,nao,masculino,0,sim,nao,69.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.9,1363.45
6345-HOVES,nao,masculino,0,nao,nao,34.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),25.05,852.7
6345-ULYRW,sim,masculino,1,sim,nao,44.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,um ano,nao,cheque pelo correio,88.4,3912.9
6347-DCUIK,sim,masculino,0,nao,nao,10.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,74.15,811.8
6348-SNFUS,nao,masculino,0,sim,sim,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,nao,sim,dois anos,sim,cartao de credito (automatico),55.45,4179.2
6349-JDHQP,nao,feminino,0,nao,nao,53.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.85,1049.6
6350-XFYGW,nao,masculino,1,nao,nao,4.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,94.75,422.4
6351-SCJKT,nao,masculino,0,nao,nao,3.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,nao,nao,mes a mes,nao,cheque pelo correio,41.35,107.25
6352-GIGGQ,nao,masculino,0,nao,nao,67.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),88.8,5903.15
6352-TWCAU,sim,feminino,0,nao,nao,35.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,86.45,3029.1
6353-BRMMA,nao,feminino,0,sim,sim,54.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),104.1,5645.8
6356-ELRKD,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,95.6,95.6
6357-JJPQT,nao,feminino,0,nao,nao,3.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,80.5,232.35
6358-LYNGM,sim,masculino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.9,74.9
6360-SVNWV,nao,feminino,1,nao,nao,31.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),73.55,2094.65
6362-QHAFM,nao,masculino,0,sim,nao,42.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,um ano,sim,cheque eletronico,108.3,4586.15
6365-HITVU,nao,feminino,0,sim,sim,71.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),87.25,6328.7
6365-MTGZX,sim,masculino,0,nao,nao,24.0,sim,nao,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,96.0,2122.45
6366-XIVKZ,nao,feminino,0,sim,sim,13.0,sim,nao,DSL,sim,nao,sim,nao,nao,sim,mes a mes,sim,cheque pelo correio,63.15,816.8
6366-ZGQGL,sim,masculino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),24.8,24.8
6368-NWMCE,nao,feminino,0,nao,nao,38.0,sim,sim,DSL,nao,sim,nao,sim,nao,sim,mes a mes,nao,cartao de credito (automatico),68.15,2656.3
6368-TZZDT,nao,masculino,0,sim,sim,4.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.5,96.85
6369-MCAKO,nao,feminino,0,sim,sim,68.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),89.05,6185.8
6370-ZVHDV,nao,feminino,0,sim,nao,61.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),25.3,1554.9
6371-NZYEG,nao,masculino,0,sim,sim,16.0,sim,nao,DSL,sim,nao,sim,nao,sim,nao,dois anos,nao,cheque pelo correio,64.25,1024.0
6372-RFVNS,sim,feminino,0,sim,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,nao,cheque eletronico,78.8,78.8
6374-AFWOX,nao,masculino,0,sim,nao,46.0,sim,nao,DSL,sim,sim,sim,sim,nao,nao,dois anos,nao,cheque pelo correio,65.65,3047.15
6374-NTQLP,nao,masculino,1,sim,sim,72.0,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),104.1,7447.7
6376-GAHQE,sim,masculino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,nao,cheque eletronico,77.85,299.2
6377-KSLXC,nao,masculino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.95,107.05
6377-WHAOX,nao,feminino,0,sim,nao,60.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,106.15,6411.25
6379-RXJRQ,sim,masculino,0,sim,nao,10.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.1,659.65
6380-ARCEH,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.2,20.2
6383-ZTSIW,nao,feminino,1,sim,nao,39.0,sim,nao,fibra otica,sim,sim,nao,nao,sim,sim,um ano,nao,cheque pelo correio,99.1,3877.95
6384-VMJHP,nao,feminino,0,nao,nao,72.0,sim,nao,DSL,sim,sim,sim,sim,nao,sim,dois anos,sim,cartao de credito (automatico),73.0,5265.2
6386-SZZKH,sim,feminino,0,sim,sim,49.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),107.95,5293.2
6388-TABGU,nao,masculino,0,nao,sim,62.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,um ano,nao,transferencia bancaria (automatica),56.15,3487.95
6390-DSAZX,sim,feminino,0,nao,sim,1.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,73.6,73.6
6393-WRYZE,sim,feminino,0,sim,nao,34.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,97.65,3207.55
6394-HHHZM,nao,masculino,0,nao,nao,3.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.7,57.5
6394-MFYNG,sim,feminino,0,nao,nao,48.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),107.4,5121.3
6397-JNZZG,sim,feminino,1,sim,nao,43.0,nao,sem servico de telefone,DSL,nao,sim,sim,nao,sim,sim,mes a mes,nao,cartao de credito (automatico),55.55,2342.2
6400-BWQKW,sim,feminino,0,nao,nao,6.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,79.05,434.5
6402-EJMWF,nao,masculino,0,nao,nao,4.0,sim,nao,DSL,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque pelo correio,55.3,238.5
6402-SSEJG,nao,feminino,0,nao,nao,25.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,sim,sim,um ano,nao,cheque eletronico,61.05,1540.2
6402-ZFPPI,sim,feminino,1,nao,nao,25.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,mes a mes,sim,cheque pelo correio,102.8,2660.2
6407-GSJNL,nao,feminino,0,nao,nao,51.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.95,1288.0
6407-UTSLV,nao,feminino,1,nao,nao,2.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),83.8,163.7
6408-OTUBZ,nao,feminino,0,nao,nao,66.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,nao,um ano,sim,transferencia bancaria (automatica),104.55,6779.05
6408-WHTEF,nao,masculino,0,sim,sim,72.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque pelo correio,89.4,6376.55
6410-LEFEN,sim,feminino,0,nao,nao,9.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,45.15,416.45
6413-XKKPU,sim,masculino,0,sim,sim,17.0,sim,nao,fibra otica,sim,nao,sim,nao,sim,nao,mes a mes,sim,cheque eletronico,89.4,1539.45
6416-JNVRK,nao,feminino,0,nao,nao,46.0,sim,nao,DSL,nao,nao,nao,nao,nao,sim,um ano,nao,cartao de credito (automatico),55.65,2688.85
6416-TVAIH,sim,masculino,0,sim,sim,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,68.5,68.5
6416-YJTTB,nao,masculino,0,nao,nao,11.0,sim,nao,fibra otica,sim,nao,sim,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),79.5,795.65
6418-HNFED,nao,masculino,0,sim,nao,51.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),83.25,4089.45
6418-PIQSP,nao,feminino,0,sim,nao,62.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,dois anos,nao,cheque pelo correio,81.0,4985.9
6419-ZTTLE,nao,masculino,1,sim,nao,23.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque eletronico,20.75,485.2
6421-SZVEM,nao,feminino,0,sim,sim,28.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,sim,um ano,sim,transferencia bancaria (automatica),82.85,2320.8
6424-ELEYH,sim,feminino,0,sim,nao,3.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),74.75,229.5
6425-JWTDV,nao,masculino,0,sim,nao,48.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.25,855.1
6425-YQLLO,sim,feminino,1,sim,nao,66.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),105.95,6975.25
6427-FEFIG,nao,feminino,0,sim,sim,24.0,sim,sim,DSL,sim,nao,sim,nao,sim,sim,dois anos,nao,cartao de credito (automatico),78.6,1846.65
6429-SHBCB,nao,masculino,0,nao,nao,19.0,sim,sim,DSL,nao,nao,nao,nao,sim,sim,mes a mes,nao,cheque pelo correio,69.6,1394.55
6432-TWQLB,sim,masculino,0,sim,nao,5.0,sim,sim,fibra otica,nao,sim,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,85.4,401.1
6434-TTGJP,nao,masculino,0,sim,sim,10.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,nao,sim,dois anos,nao,cartao de credito (automatico),53.7,521.0
6435-SRWBJ,nao,feminino,0,nao,nao,5.0,sim,sim,fibra otica,nao,nao,sim,sim,nao,nao,mes a mes,sim,cheque eletronico,82.75,417.75
6435-VWCCY,nao,masculino,1,sim,nao,65.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,nao,dois anos,sim,cartao de credito (automatico),92.7,5968.4
6437-UDQJM,nao,feminino,1,sim,nao,72.0,sim,sim,DSL,sim,sim,sim,nao,sim,sim,dois anos,sim,cartao de credito (automatico),84.1,6129.65
6437-UKHMV,sim,feminino,0,nao,nao,7.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,79.7,586.05
6439-GTPCA,sim,feminino,0,nao,nao,45.0,sim,sim,fibra otica,nao,nao,sim,sim,nao,nao,mes a mes,sim,cheque eletronico,87.25,3941.7
6439-LAJXL,nao,masculino,0,sim,nao,9.0,sim,nao,DSL,sim,sim,nao,sim,sim,nao,mes a mes,sim,cheque pelo correio,68.95,593.85
6439-PKTRR,nao,feminino,0,sim,sim,70.0,sim,sim,DSL,sim,sim,sim,sim,sim,nao,dois anos,nao,cheque eletronico,80.7,5617.95
6440-DKQGE,nao,masculino,0,nao,sim,30.0,sim,nao,DSL,nao,sim,sim,nao,sim,nao,um ano,nao,cartao de credito (automatico),64.5,1929.95
6445-TNRXS,nao,masculino,0,sim,sim,68.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),114.7,7849.85
6447-EGDIV,nao,feminino,0,nao,nao,31.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,20.95,683.25
6447-GORXK,nao,masculino,0,nao,sim,31.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),25.0,789.2
6457-GIRWB,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.35,69.35
6457-USBER,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,80.8,80.8
6458-CYIDZ,nao,feminino,1,nao,nao,5.0,sim,nao,fibra otica,sim,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,80.7,374.8
6461-PPAXN,nao,feminino,0,sim,sim,35.0,sim,nao,DSL,sim,nao,nao,sim,nao,nao,um ano,sim,transferencia bancaria (automatica),54.95,1916.0
6461-SZMCV,nao,feminino,0,sim,nao,71.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),87.95,6365.35
6463-HHXJR,nao,feminino,0,sim,sim,71.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,nao,dois anos,nao,transferencia bancaria (automatica),100.5,7030.65
6463-MVYRY,nao,feminino,1,nao,nao,57.0,sim,nao,DSL,sim,nao,sim,sim,sim,nao,dois anos,nao,transferencia bancaria (automatica),69.85,4003.0
6464-KEXXH,nao,masculino,0,nao,nao,8.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),25.25,186.3
6465-GSRCL,nao,feminino,0,nao,sim,67.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),106.6,7244.7
6467-CHFZW,sim,masculino,0,sim,sim,47.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,99.35,4749.15
6469-MRVET,nao,masculino,0,sim,sim,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque eletronico,20.2,20.2
6469-QJKZW,nao,feminino,0,sim,nao,4.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,20.15,91.4
6473-ULUHT,nao,masculino,0,sim,sim,16.0,sim,sim,DSL,sim,sim,nao,sim,sim,sim,mes a mes,nao,cheque eletronico,84.9,1398.25
6474-FVJLC,sim,masculino,0,nao,nao,2.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,86.0,165.45
6475-VHUIZ,nao,feminino,0,sim,nao,23.0,sim,nao,DSL,nao,nao,sim,sim,nao,nao,mes a mes,nao,cheque eletronico,54.25,1221.55
6476-EPYZR,nao,masculino,0,sim,sim,12.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.5,255.5
6476-YHMGA,nao,feminino,0,sim,sim,15.0,sim,nao,DSL,nao,sim,sim,sim,sim,sim,mes a mes,nao,transferencia bancaria (automatica),76.5,1155.6
6478-HRRCZ,nao,masculino,0,sim,nao,32.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,um ano,nao,cheque pelo correio,70.5,2201.75
6479-OAUSD,nao,masculino,0,nao,nao,25.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),19.9,510.8
6479-SZPLM,nao,masculino,0,sim,sim,36.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.45,754.5
6479-VDGRK,nao,feminino,0,sim,sim,72.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),85.3,6129.2
